1982.25	17.7142
1932.25	17.7142
1882.25	17.7149
1832.26	17.7161
1782.26	17.7158
1732.26	17.7171
1682.26	17.7181
1632.26	17.7195
1582.26	17.7206
1532.26	17.7218
1482.26	17.7224
1432.26	17.724
1382.26	17.7248
1332.26	17.7263
1282.27	17.727
1232.27	17.7287
1182.27	17.7287
1132.27	17.7306
1082.27	17.7311
1032.27	17.7324
982.267	17.7323
957.267	17.7328
932.267	17.7328
907.267	17.7323
882.267	17.7321
857.267	17.7319
832.266	17.7316
807.266	17.7315
782.265	17.7305
757.265	17.7293
732.265	17.7297
707.264	17.7286
682.263	17.7279
662.262	17.7258
642.261	17.7245
622.261	17.7241
602.26	17.7222
582.259	17.7205
562.257	17.7192
542.256	17.7171
522.255	17.7151
502.254	17.712
482.253	17.7101
472.252	17.7094
462.251	17.7082
452.25	17.7063
442.25	17.7056
432.249	17.7039
422.248	17.7026
412.248	17.7014
402.247	17.6995
392.246	17.6983
382.246	17.6974
372.245	17.6962
362.244	17.6947
352.244	17.6939
342.243	17.6927
332.243	17.6918
322.243	17.6906
312.242	17.6901
302.242	17.6886
292.242	17.6881
282.242	17.6875
272.242	17.6865
262.242	17.6865
252.242	17.6862
242.243	17.6857
232.244	17.6858
222.245	17.6867
212.246	17.6877
202.248	17.6886
192.249	17.6892
182.252	17.6906
172.254	17.6918
162.257	17.6939
152.261	17.6972
142.265	17.6992
132.269	17.7037
122.275	17.7084
112.281	17.7155
102.287	17.7237
92.2928	17.7386
82.2948	17.7683
72.2964	17.8197
62.2972	17.9079
52.2958	18.0695
42.289	18.4114
