# membrane_voltage
-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	-83.436	
-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	-83.4361	
-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	-83.4362	
-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	-83.4363	
-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	-83.4364	
-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	-83.4365	
-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	-83.4366	
-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	-83.4367	
-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	-83.4368	
-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	-83.4369	
